2;2500;50;50;true;false;true
742;32;46;607;2089;2167;2008
2089;32;47;742;276;273;192
276;32;48;2089;1318;1044;841
1318;32;49;276;0;1567;468
2225;33;0;0;2220;1216;180
2220;33;1;2225;2119;603;1689
2119;33;2;2220;2277;940;197
2277;33;3;2119;626;2323;1520
626;33;4;2277;2075;1983;494
2075;33;5;626;2311;1904;1119
2311;33;6;2075;1869;1404;920
1869;33;7;2311;7;247;1465
7;33;8;1869;444;1201;221
444;33;9;7;1383;1690;1379
1383;33;10;444;57;719;483
57;33;11;1383;466;794;1672
466;33;12;57;1821;171;2049
1821;33;13;466;581;1950;380
581;33;14;1821;412;394;141
412;33;15;581;989;159;1825
989;33;16;412;223;559;108
223;33;17;989;1241;683;526
1241;33;18;223;987;1322;42
987;33;19;1241;321;1576;619
321;33;20;987;2395;214;302
2395;33;21;321;282;688;1077
282;33;22;2395;309;2348;2198
309;33;23;282;2281;1251;23
2281;33;24;309;932;760;1919
932;33;25;2281;1334;690;957
1334;33;26;932;2180;142;2371
2180;33;27;1334;1438;1016;572
1438;33;28;2180;1005;410;812
1005;33;29;1438;389;134;684
389;33;30;1005;271;357;1853
271;33;31;389;1360;1711;80
1360;33;32;271;2120;124;757
2120;33;33;1360;1613;1875;1148
1613;33;34;2120;1558;2076;2252
1558;33;35;1613;203;278;1356
203;33;36;1558;1722;1296;1220
1722;33;37;203;1895;2500;1078
1895;33;38;1722;1592;1880;1625
1592;33;39;1895;1972;1867;2368
1972;33;40;1592;1837;1035;1026
1837;33;41;1972;2014;2434;181
2014;33;42;1837;1973;356;1787
1973;33;43;2014;1844;971;1217
1844;33;44;1973;1252;1645;548
1252;33;45;1844;2008;607;1164
2008;33;46;1252;192;742;2044
192;33;47;2008;841;2089;713
841;33;48;192;468;276;1203
468;33;49;841;0;1318;1845
180;34;0;0;1689;2225;1829
1689;34;1;180;197;2220;1873
197;34;2;1689;1520;2119;116
1520;34;3;197;494;2277;1734
494;34;4;1520;1119;626;1812
1119;34;5;494;920;2075;454
920;34;6;1119;1465;2311;1443
1465;34;7;920;221;1869;2318
221;34;8;1465;1379;7;1704
1379;34;9;221;483;444;2433
483;34;10;1379;1672;1383;157
1672;34;11;483;2049;57;1539
2049;34;12;1672;380;466;1161
380;34;13;2049;141;1821;1474
141;34;14;380;1825;581;962
1825;34;15;141;108;412;2438
108;34;16;1825;526;989;120
526;34;17;108;42;223;369
42;34;18;526;619;1241;2357
619;34;19;42;302;987;1494
302;34;20;619;1077;321;1796
1077;34;21;302;2198;2395;1789
2198;34;22;1077;23;282;1706
23;34;23;2198;1919;309;2352
1919;34;24;23;957;2281;721
957;34;25;1919;2371;932;1840
2371;34;26;957;572;1334;2301
572;34;27;2371;812;2180;948
812;34;28;572;684;1438;631
684;34;29;812;1853;1005;504
1853;34;30;684;80;389;136
80;34;31;1853;757;271;1366
757;34;32;80;1148;1360;552
1148;34;33;757;2252;2120;433
2252;34;34;1148;1356;1613;1733
1356;34;35;2252;1220;1558;1878
1220;34;36;1356;1078;203;733
1078;34;37;1220;1625;1722;2086
1625;34;38;1078;2368;1895;2065
2368;34;39;1625;1026;1592;261
1026;34;40;2368;181;1972;53
181;34;41;1026;1787;1837;1636
1787;34;42;181;1217;2014;781
1217;34;43;1787;548;1973;245
548;34;44;1217;1164;1844;2329
1164;34;45;548;2044;1252;2195
2044;34;46;1164;713;2008;771
713;34;47;2044;1203;192;1023
1203;34;48;713;1845;841;9
1845;34;49;1203;0;468;1688
1829;35;0;0;1873;180;1924
1873;35;1;1829;116;1689;2416
116;35;2;1873;1734;197;1064
1734;35;3;116;1812;1520;318
1812;35;4;1734;454;494;414
454;35;5;1812;1443;1119;1417
1443;35;6;454;2318;920;160
2318;35;7;1443;1704;1465;2446
1704;35;8;2318;2433;221;1327
2433;35;9;1704;157;1379;320
157;35;10;2433;1539;483;204
1539;35;11;157;1161;1672;235
1161;35;12;1539;1474;2049;1687
1474;35;13;1161;962;380;1951
962;35;14;1474;2438;141;248
2438;35;15;962;120;1825;883
120;35;16;2438;369;108;288
369;35;17;120;2357;526;2055
2357;35;18;369;1494;42;244
1494;35;19;2357;1796;619;867
1796;35;20;1494;1789;302;2109
1789;35;21;1796;1706;1077;768
1706;35;22;1789;2352;2198;1022
2352;35;23;1706;721;23;1538
721;35;24;2352;1840;1919;1057
1840;35;25;721;2301;957;2289
2301;35;26;1840;948;2371;1311
948;35;27;2301;631;572;58
631;35;28;948;504;812;2303
504;35;29;631;136;684;1226
136;35;30;504;1366;1853;2276
1366;35;31;136;552;80;1849
552;35;32;1366;433;757;1177
433;35;33;552;1733;1148;968
1733;35;34;433;1878;2252;451
1878;35;35;1733;733;1356;2274
733;35;36;1878;2086;1220;1385
2086;35;37;733;2065;1078;1019
2065;35;38;2086;261;1625;1540
261;35;39;2065;53;2368;699
53;35;40;261;1636;1026;2101
1636;35;41;53;781;181;1635
781;35;42;1636;245;1787;740
245;35;43;781;2329;1217;372
2329;35;44;245;2195;548;1775
2195;35;45;2329;771;1164;2290
771;35;46;2195;1023;2044;2199
1023;35;47;771;9;713;1933
9;35;48;1023;1688;1203;1185
1688;35;49;9;0;1845;1363
1924;36;0;0;2416;1829;2393
2416;36;1;1924;1064;1873;946
1064;36;2;2416;318;116;726
318;36;3;1064;414;1734;1571
414;36;4;318;1417;1812;2291
1417;36;5;414;160;454;1603
160;36;6;1417;2446;1443;1309
2446;36;7;160;1327;2318;254
1327;36;8;2446;320;1704;1066
320;36;9;1327;204;2433;95
204;36;10;320;235;157;1839
235;36;11;204;1687;1539;1716
1687;36;12;235;1951;1161;994
1951;36;13;1687;248;1474;931
248;36;14;1951;883;962;750
883;36;15;248;288;2438;2307
288;36;16;883;2055;120;1901
2055;36;17;288;244;369;2141
244;36;18;2055;867;2357;1610
867;36;19;244;2109;1494;2267
2109;36;20;867;768;1796;1143
768;36;21;2109;1022;1789;1988
1022;36;22;768;1538;1706;2458
1538;36;23;1022;1057;2352;817
1057;36;24;1538;2289;721;604
2289;36;25;1057;1311;1840;1822
1311;36;26;2289;58;2301;965
58;36;27;1311;2303;948;1750
2303;36;28;58;1226;631;2098
1226;36;29;2303;2276;504;1107
2276;36;30;1226;1849;136;725
1849;36;31;2276;1177;1366;113
1177;36;32;1849;968;552;1130
968;36;33;1177;451;433;1723
451;36;34;968;2274;1733;1533
2274;36;35;451;1385;1878;796
1385;36;36;2274;1019;733;758
1019;36;37;1385;1540;2086;12
1540;36;38;1019;699;2065;2099
699;36;39;1540;2101;261;1945
2101;36;40;699;1635;53;1701
1635;36;41;2101;740;1636;183
740;36;42;1635;372;781;475
372;36;43;740;1775;245;2001
1775;36;44;372;2290;2329;1830
2290;36;45;1775;2199;2195;1743
2199;36;46;2290;1933;771;1893
1933;36;47;2199;1185;1023;2208
1185;36;48;1933;1363;9;377
1363;36;49;1185;0;1688;226
2393;37;0;0;946;1924;26
946;37;1;2393;726;2416;186
726;37;2;946;1571;1064;2073
1571;37;3;726;2291;318;2185
2291;37;4;1571;1603;414;2094
1603;37;5;2291;1309;1417;1420
1309;37;6;1603;254;160;2163
254;37;7;1309;1066;2446;1037
1066;37;8;254;95;1327;700
95;37;9;1066;1839;320;2336
1839;37;10;95;1716;204;1553
1716;37;11;1839;994;235;570
994;37;12;1716;931;1687;322
931;37;13;994;750;1951;1824
750;37;14;931;2307;248;669
2307;37;15;750;1901;883;1976
1901;37;16;2307;2141;288;973
2141;37;17;1901;1610;2055;2197
1610;37;18;2141;2267;244;448
2267;37;19;1610;1143;867;399
1143;37;20;2267;1988;2109;586
1988;37;21;1143;2458;768;229
2458;37;22;1988;817;1022;2312
817;37;23;2458;604;1538;2010
604;37;24;817;1822;1057;344
1822;37;25;604;965;2289;928
965;37;26;1822;1750;1311;701
1750;37;27;965;2098;58;2023
2098;37;28;1750;1107;2303;634
1107;37;29;2098;725;1226;2419
725;37;30;1107;113;2276;1811
113;37;31;725;1130;1849;78
1130;37;32;113;1723;1177;978
1723;37;33;1130;1533;968;806
1533;37;34;1723;796;451;2288
796;37;35;1533;758;2274;255
758;37;36;796;12;1385;1561
12;37;37;758;2099;1019;1250
2099;37;38;12;1945;1540;1521
1945;37;39;2099;1701;699;2485
1701;37;40;1945;183;2101;1761
183;37;41;1701;475;1635;662
475;37;42;183;2001;740;45
2001;37;43;475;1830;372;1346
1830;37;44;2001;1743;1775;1623
1743;37;45;1830;1893;2290;1594
1893;37;46;1743;2208;2199;2074
2208;37;47;1893;377;1933;769
377;37;48;2208;226;1185;1641
226;37;49;377;0;1363;947
26;38;0;0;186;2393;1960
186;38;1;26;2073;946;1530
2073;38;2;186;2185;726;82
2185;38;3;2073;2094;1571;1736
2094;38;4;2185;1420;2291;2070
1420;38;5;2094;2163;1603;36
2163;38;6;1420;1037;1309;1718
1037;38;7;2163;700;254;1562
700;38;8;1037;2336;1066;1100
2336;38;9;700;1553;95;1752
1553;38;10;2336;570;1839;64
570;38;11;1553;322;1716;1691
322;38;12;570;1824;994;2081
1824;38;13;322;669;931;2139
669;38;14;1824;1976;750;849
1976;38;15;669;973;2307;749
973;38;16;1976;2197;1901;2459
2197;38;17;973;448;2141;809
448;38;18;2197;399;1610;889
399;38;19;448;586;2267;508
586;38;20;399;229;1143;922
229;38;21;586;2312;1988;595
2312;38;22;229;2010;2458;1643
2010;38;23;2312;344;817;441
344;38;24;2010;928;604;1699
928;38;25;344;701;1822;1741
701;38;26;928;2023;965;1345
2023;38;27;701;634;1750;1357
634;38;28;2023;2419;2098;2349
2419;38;29;634;1811;1107;1608
1811;38;30;2419;78;725;55
78;38;31;1811;978;113;166
978;38;32;78;806;1130;1305
806;38;33;978;2288;1723;13
2288;38;34;806;255;1533;555
255;38;35;2288;1561;796;1224
1561;38;36;255;1250;758;415
1250;38;37;1561;1521;12;515
1521;38;38;1250;2485;2099;65
2485;38;39;1521;1761;1945;1396
1761;38;40;2485;662;1701;2232
662;38;41;1761;45;183;1001
45;38;42;662;1346;475;1127
1346;38;43;45;1623;2001;1654
1623;38;44;1346;1594;1830;1333
1594;38;45;1623;2074;1743;2016
2074;38;46;1594;769;1893;94
769;38;47;2074;1641;2208;299
1641;38;48;769;947;377;1646
947;38;49;1641;0;226;208
1960;39;0;0;1530;26;1871
1530;39;1;1960;82;186;2287
82;39;2;1530;1736;2073;1923
1736;39;3;82;2070;2185;1508
2070;39;4;1736;36;2094;1229
36;39;5;2070;1718;1420;118
1718;39;6;36;1562;2163;2362
1562;39;7;1718;1100;1037;195
1100;39;8;1562;1752;700;1313
1752;39;9;1100;64;2336;38
64;39;10;1752;1691;1553;1531
1691;39;11;64;2081;570;951
2081;39;12;1691;2139;322;1291
2139;39;13;2081;849;1824;2461
849;39;14;2139;749;669;1675
749;39;15;849;2459;1976;409
2459;39;16;749;809;973;200
809;39;17;2459;889;2197;676
889;39;18;809;508;448;2327
508;39;19;889;922;399;191
922;39;20;508;595;586;1985
595;39;21;922;1643;229;129
1643;39;22;595;441;2312;144
441;39;23;1643;1699;2010;385
1699;39;24;441;1741;344;104
1741;39;25;1699;1345;928;2284
1345;39;26;1741;1357;701;657
1357;39;27;1345;2349;2023;1779
2349;39;28;1357;1608;634;941
1608;39;29;2349;55;2419;2462
55;39;30;1608;166;1811;1256
166;39;31;55;1305;78;577
1305;39;32;166;13;978;267
13;39;33;1305;555;806;738
555;39;34;13;1224;2288;274
1224;39;35;555;415;255;1772
415;39;36;1224;515;1561;2330
515;39;37;415;65;1250;259
65;39;38;515;1396;1521;1717
1396;39;39;65;2232;2485;2431
2232;39;40;1396;1001;1761;1730
1001;39;41;2232;1127;662;2450
1127;39;42;1001;1654;45;2135
1654;39;43;1127;1333;1346;724
1333;39;44;1654;2016;1623;1831
2016;39;45;1333;94;1594;1668
94;39;46;2016;299;2074;1157
299;39;47;94;1646;769;1051
1646;39;48;299;208;1641;2354
208;39;49;1646;0;947;217
1871;40;0;0;2287;1960;1324
2287;40;1;1871;1923;1530;1889
1923;40;2;2287;1508;82;580
1508;40;3;1923;1229;1736;446
1229;40;4;1508;118;2070;1046
118;40;5;1229;2362;36;1109
2362;40;6;118;195;1718;2292
195;40;7;2362;1313;1562;133
1313;40;8;195;38;1100;1429
38;40;9;1313;1531;1752;907
1531;40;10;38;951;64;1392
951;40;11;1531;1291;1691;1587
1291;40;12;951;2461;2081;1838
2461;40;13;1291;1675;2139;71
1675;40;14;2461;409;849;25
409;40;15;1675;200;749;984
200;40;16;409;676;2459;830
676;40;17;200;2327;809;511
2327;40;18;676;191;889;1307
191;40;19;2327;1985;508;625
1985;40;20;191;129;922;1373
129;40;21;1985;144;595;752
144;40;22;129;385;1643;2298
385;40;23;144;104;441;252
104;40;24;385;2284;1699;1747
2284;40;25;104;657;1741;1737
657;40;26;2284;1779;1345;87
1779;40;27;657;941;1357;1600
941;40;28;1779;2462;2349;1940
2462;40;29;941;1256;1608;1408
1256;40;30;2462;577;55;2034
577;40;31;1256;267;166;2152
267;40;32;577;738;1305;1342
738;40;33;267;274;13;1593
274;40;34;738;1772;555;1464
1772;40;35;274;2330;1224;730
2330;40;36;1772;259;415;1391
259;40;37;2330;1717;515;102
1717;40;38;259;2431;65;2134
2431;40;39;1717;1730;1396;482
1730;40;40;2431;2450;2232;2271
2450;40;41;1730;2135;1001;2228
2135;40;42;2450;724;1127;392
724;40;43;2135;1831;1654;1110
1831;40;44;724;1668;1333;1780
1668;40;45;1831;1157;2016;2007
1157;40;46;1668;1051;94;1122
1051;40;47;1157;2354;299;67
2354;40;48;1051;217;1646;1535
217;40;49;2354;0;208;1864
1324;41;0;0;1889;1871;975
1889;41;1;1324;580;2287;2201
580;41;2;1889;446;1923;1683
446;41;3;580;1046;1508;1439
1046;41;4;446;1109;1229;2110
1109;41;5;1046;2292;118;1126
2292;41;6;1109;133;2362;1040
133;41;7;2292;1429;195;439
1429;41;8;133;907;1313;2040
907;41;9;1429;1392;38;541
1392;41;10;907;1587;1531;897
1587;41;11;1392;1838;951;2382
1838;41;12;1587;71;1291;1187
71;41;13;1838;25;2461;1877
25;41;14;71;984;1675;1820
984;41;15;25;830;409;1934
830;41;16;984;511;200;512
511;41;17;830;1307;676;1936
1307;41;18;511;625;2327;50
625;41;19;1307;1373;191;194
1373;41;20;625;752;1985;1912
752;41;21;1373;2298;129;639
2298;41;22;752;252;144;2108
252;41;23;2298;1747;385;624
1747;41;24;252;1737;104;251
1737;41;25;1747;87;2284;1946
87;41;26;1737;1600;657;780
1600;41;27;87;1940;1779;249
1940;41;28;1600;1408;941;307
1408;41;29;1940;2034;2462;2453
2034;41;30;1408;2152;1256;880
2152;41;31;2034;1342;577;2196
1342;41;32;2152;1593;267;1144
1593;41;33;1342;1464;738;2488
1464;41;34;1593;730;274;317
730;41;35;1464;1391;1772;1204
1391;41;36;730;102;2330;718
102;41;37;1391;2134;259;966
2134;41;38;102;482;1717;11
482;41;39;2134;2271;2431;2149
2271;41;40;482;2228;1730;2360
2228;41;41;2271;392;2450;1975
392;41;42;2228;1110;2135;847
1110;41;43;392;1780;724;1449
1780;41;44;1110;2007;1831;1270
2007;41;45;1780;1122;1668;583
1122;41;46;2007;67;1157;1846
67;41;47;1122;1535;1051;1577
1535;41;48;67;1864;2354;2009
1864;41;49;1535;0;217;1981
975;42;0;0;2201;1324;834
2201;42;1;975;1683;1889;1384
1683;42;2;2201;1439;580;1862
1439;42;3;1683;2110;446;2314
2110;42;4;1439;1126;1046;1445
1126;42;5;2110;1040;1109;1745
1040;42;6;1126;439;2292;1200
439;42;7;1040;2040;133;2381
2040;42;8;439;541;1429;310
541;42;9;2040;897;907;813
897;42;10;541;2382;1392;2054
2382;42;11;897;1187;1587;1897
1187;42;12;2382;1877;1838;239
1877;42;13;1187;1820;71;1059
1820;42;14;1877;1934;25;1639
1934;42;15;1820;512;984;1209
512;42;16;1934;1936;830;313
1936;42;17;512;50;511;445
50;42;18;1936;194;1307;2097
194;42;19;50;1912;625;1228
1912;42;20;194;639;1373;5
639;42;21;1912;2108;752;355
2108;42;22;639;624;2298;983
624;42;23;2108;251;252;761
251;42;24;624;1946;1747;281
1946;42;25;251;780;1737;1004
780;42;26;1946;249;87;2498
249;42;27;780;307;1600;2161
307;42;28;249;2453;1940;1510
2453;42;29;307;880;1408;2451
880;42;30;2453;2196;2034;2351
2196;42;31;880;1144;2152;1014
1144;42;32;2196;2488;1342;1671
2488;42;33;1144;317;1593;819
317;42;34;2488;1204;1464;654
1204;42;35;317;718;730;571
718;42;36;1204;966;1391;63
966;42;37;718;11;102;295
11;42;38;966;2149;2134;1222
2149;42;39;11;2360;482;912
2360;42;40;2149;1975;2271;2317
1975;42;41;2360;847;2228;358
847;42;42;1975;1449;392;2184
1449;42;43;847;1270;1110;2471
1270;42;44;1449;583;1780;814
583;42;45;1270;1846;2007;820
1846;42;46;583;1577;1122;467
1577;42;47;1846;2009;67;1948
2009;42;48;1577;1981;1535;1828
1981;42;49;2009;0;1864;956
834;43;0;0;1384;975;41
1384;43;1;834;1862;2201;808
1862;43;2;1384;2314;1683;1156
2314;43;3;1862;1445;1439;784
1445;43;4;2314;1745;2110;1929
1745;43;5;1445;1200;1126;1084
1200;43;6;1745;2381;1040;995
2381;43;7;1200;310;439;1219
310;43;8;2381;813;2040;1411
813;43;9;310;2054;541;1458
2054;43;10;813;1897;897;980
1897;43;11;2054;239;2382;1314
239;43;12;1897;1059;1187;1585
1059;43;13;239;1639;1877;1155
1639;43;14;1059;1209;1820;557
1209;43;15;1639;313;1934;227
313;43;16;1209;445;512;2212
445;43;17;313;2097;1936;516
2097;43;18;445;1228;50;1915
1228;43;19;2097;5;194;1833
5;43;20;1228;355;1912;1472
355;43;21;5;983;639;1353
983;43;22;355;761;2108;1559
761;43;23;983;281;624;312
281;43;24;761;1004;251;1168
1004;43;25;281;2498;1946;2187
2498;43;26;1004;2161;780;791
2161;43;27;2498;1510;249;2482
1510;43;28;2161;2451;307;671
2451;43;29;1510;2351;2453;424
2351;43;30;2451;1014;880;1527
1014;43;31;2351;1671;2196;2087
1671;43;32;1014;819;1144;79
819;43;33;1671;654;2488;963
654;43;34;819;571;317;2430
571;43;35;654;63;1204;691
63;43;36;571;295;718;2404
295;43;37;63;1222;966;1409
1222;43;38;295;912;11;1604
912;43;39;1222;2317;2149;584
2317;43;40;912;358;2360;905
358;43;41;2317;2184;1975;917
2184;43;42;358;2471;847;1377
2471;43;43;2184;814;1449;2435
814;43;44;2471;820;1270;844
820;43;45;814;467;583;262
467;43;46;820;1948;1846;1938
1948;43;47;467;1828;1577;648
1828;43;48;1948;956;2009;161
956;43;49;1828;0;1981;352
41;44;0;0;808;834;1952
808;44;1;41;1156;1384;1395
1156;44;2;808;784;1862;547
784;44;3;1156;1929;2314;1697
1929;44;4;784;1084;1445;1292
1084;44;5;1929;995;1745;832
995;44;6;1084;1219;1200;1112
1219;44;7;995;1411;2381;153
1411;44;8;1219;1458;310;1
1458;44;9;1411;980;813;198
980;44;10;1458;1314;2054;1056
1314;44;11;980;1585;1897;2037
1585;44;12;1314;1155;239;240
1155;44;13;1585;557;1059;1629
557;44;14;1155;227;1639;1402
227;44;15;557;2212;1209;1086
2212;44;16;227;516;313;1145
516;44;17;2212;1915;445;1695
1915;44;18;516;1833;2097;2437
1833;44;19;1915;1472;1228;1557
1472;44;20;1833;1353;5;1892
1353;44;21;1472;1559;355;2171
1559;44;22;1353;312;983;518
312;44;23;1559;1168;761;442
1168;44;24;312;2187;281;1197
2187;44;25;1168;791;1004;1446
791;44;26;2187;2482;2498;2246
2482;44;27;791;671;2161;861
671;44;28;2482;424;1510;1462
424;44;29;671;1527;2451;1113
1527;44;30;424;2087;2351;1237
2087;44;31;1527;79;1014;856
79;44;32;2087;963;1671;793
963;44;33;79;2430;819;782
2430;44;34;963;691;654;783
691;44;35;2430;2404;571;2038
2404;44;36;691;1409;63;121
1409;44;37;2404;1604;295;1082
1604;44;38;1409;584;1222;2399
584;44;39;1604;905;912;1586
905;44;40;584;917;2317;27
917;44;41;905;1377;358;241
1377;44;42;917;2435;2184;2095
2435;44;43;1377;844;2471;337
844;44;44;2435;262;814;1762
262;44;45;844;1938;820;2356
1938;44;46;262;648;467;1726
648;44;47;1938;161;1948;514
161;44;48;648;352;1828;1507
352;44;49;161;0;956;469
1952;45;0;0;1395;41;1302
1395;45;1;1952;547;808;381
547;45;2;1395;1697;1156;1085
1697;45;3;547;1292;784;1047
1292;45;4;1697;832;1929;2409
832;45;5;1292;1112;1084;205
1112;45;6;832;153;995;1096
153;45;7;1112;1;1219;692
1;45;8;153;198;1411;280
198;45;9;1;1056;1458;1765
1056;45;10;198;2037;980;46
2037;45;11;1056;240;1314;824
240;45;12;2037;1629;1585;2333
1629;45;13;240;1402;1155;1486
1402;45;14;1629;1086;557;443
1086;45;15;1402;1145;227;1160
1145;45;16;1086;1695;2212;1483
1695;45;17;1145;2437;516;2310
2437;45;18;1695;1557;1915;1809
1557;45;19;2437;1892;1833;663
1892;45;20;1557;2171;1472;1705
2171;45;21;1892;518;1353;1836
518;45;22;2171;442;1559;168
442;45;23;518;1197;312;677
1197;45;24;442;1446;1168;860
1446;45;25;1197;2246;2187;565
2246;45;26;1446;861;791;1279
861;45;27;2246;1462;2482;614
1462;45;28;861;1113;671;523
1113;45;29;1462;1237;424;737
1237;45;30;1113;856;1527;1575
856;45;31;1237;793;2087;2243
793;45;32;856;782;79;40
782;45;33;793;783;963;1967
783;45;34;782;2038;2430;1791
2038;45;35;783;121;691;1221
121;45;36;2038;1082;2404;2105
1082;45;37;121;2399;1409;1031
2399;45;38;1082;1586;1604;734
1586;45;39;2399;27;584;499
27;45;40;1586;241;905;1714
241;45;41;27;2095;917;1268
2095;45;42;241;337;1377;1937
337;45;43;2095;1762;2435;628
1762;45;44;337;2356;844;986
2356;45;45;1762;1726;262;2066
1726;45;46;2356;514;1938;1996
514;45;47;1726;1507;648;3
1507;45;48;514;469;161;1793
469;45;49;1507;0;352;1612
1302;46;0;0;381;1952;925
381;46;1;1302;1085;1395;363
1085;46;2;381;1047;547;1243
1047;46;3;1085;2409;1697;2021
2409;46;4;1047;205;1292;590
205;46;5;2409;1096;832;2347
1096;46;6;205;692;1112;2233
692;46;7;1096;280;153;1288
280;46;8;692;1765;1;720
1765;46;9;280;46;198;1090
46;46;10;1765;824;1056;2305
824;46;11;46;2333;2037;2159
2333;46;12;824;1486;240;2142
1486;46;13;2333;443;1629;1079
443;46;14;1486;1160;1402;2257
1160;46;15;443;1483;1086;632
1483;46;16;1160;2310;1145;1816
2310;46;17;1483;1809;1695;1123
1809;46;18;2310;663;2437;694
663;46;19;1809;1705;1557;1427
1705;46;20;663;1836;1892;836
1836;46;21;1705;168;2171;756
168;46;22;1836;677;518;1814
677;46;23;168;860;442;2042
860;46;24;677;565;1197;1890
565;46;25;860;1279;1446;1968
1279;46;26;565;614;2246;1551
614;46;27;1279;523;861;1997
523;46;28;614;737;1462;2253
737;46;29;523;1575;1113;1909
1575;46;30;737;2243;1237;1694
2243;46;31;1575;40;856;1982
40;46;32;2243;1967;793;745
1967;46;33;40;1791;782;1012
1791;46;34;1967;1221;783;2045
1221;46;35;1791;2105;2038;743
2105;46;36;1221;1031;121;505
1031;46;37;2105;734;1082;914
734;46;38;1031;499;2399;384
499;46;39;734;1714;1586;857
1714;46;40;499;1268;27;1393
1268;46;41;1714;1937;241;1916
1937;46;42;1268;628;2095;2332
628;46;43;1937;986;337;395
986;46;44;628;2066;1762;1410
2066;46;45;986;1996;2356;1388
1996;46;46;2066;3;1726;2486
3;46;47;1996;1793;514;1058
1793;46;48;3;1612;1507;400
1612;46;49;1793;0;469;651
925;47;0;0;363;1302;1700
363;47;1;925;1243;381;1834
1243;47;2;363;2021;1085;76
2021;47;3;1243;590;1047;1854
590;47;4;2021;2347;2409;2251
2347;47;5;590;2233;205;2269
2233;47;6;2347;1288;1096;1644
1288;47;7;2233;720;692;1565
720;47;8;1288;1090;280;2367
1090;47;9;720;2305;1765;74
2305;47;10;1090;2159;46;1407
2159;47;11;2305;2142;824;641
2142;47;12;2159;1079;2333;1851
1079;47;13;2142;2257;1486;2052
2257;47;14;1079;632;443;2029
632;47;15;2257;1816;1160;798
1816;47;16;632;1123;1483;1632
1123;47;17;1816;694;2310;2400
694;47;18;1123;1427;1809;653
1427;47;19;694;836;663;787
836;47;20;1427;756;1705;174
756;47;21;836;1814;1836;90
1814;47;22;756;2042;168;2092
2042;47;23;1814;1890;677;1894
1890;47;24;2042;1968;860;2358
1968;47;25;1890;1551;565;91
1551;47;26;1968;1997;1279;1330
1997;47;27;1551;2253;614;1426
2253;47;28;1997;1909;523;945
1909;47;29;2253;1694;737;1911
1694;47;30;1909;1982;1575;2295
1982;47;31;1694;745;2243;850
745;47;32;1982;1012;40;1852
1012;47;33;745;2045;1967;1955
2045;47;34;1012;743;1791;491
743;47;35;2045;505;1221;846
505;47;36;743;914;2105;904
914;47;37;505;384;1031;165
384;47;38;914;857;734;711
857;47;39;384;1393;499;1190
1393;47;40;857;1916;1714;569
1916;47;41;1393;2332;1268;2442
2332;47;42;1916;395;1937;882
395;47;43;2332;1410;628;2019
1410;47;44;395;1388;986;130
1388;47;45;1410;2486;2066;1677
2486;47;46;1388;1058;1996;1742
1058;47;47;2486;400;3;1308
400;47;48;1058;651;1793;1979
651;47;49;400;0;1612;1588
1700;48;0;0;1834;925;1866
1834;48;1;1700;76;363;62
76;48;2;1834;1854;1243;1492
1854;48;3;76;2251;2021;1290
2251;48;4;1854;2269;590;1405
2269;48;5;2251;1644;2347;1008
1644;48;6;2269;1565;2233;427
1565;48;7;1644;2367;1288;1920
2367;48;8;1565;74;720;1413
74;48;9;2367;1407;1090;1751
1407;48;10;74;641;2305;2214
641;48;11;1407;1851;2159;1286
1851;48;12;641;2052;2142;1655
2052;48;13;1851;2029;1079;268
2029;48;14;2052;798;2257;1240
798;48;15;2029;1632;632;1137
1632;48;16;798;2400;1816;2062
2400;48;17;1632;653;1123;269
653;48;18;2400;787;694;500
787;48;19;653;174;1427;2150
174;48;20;787;90;836;272
90;48;21;174;2092;756;326
2092;48;22;90;1894;1814;1669
1894;48;23;2092;2358;2042;86
2358;48;24;1894;91;1890;576
91;48;25;2358;1330;1968;1194
1330;48;26;91;1426;1551;801
1426;48;27;1330;945;1997;378
945;48;28;1426;1911;2253;840
1911;48;29;945;2295;1909;773
2295;48;30;1911;850;1694;1757
850;48;31;2295;1852;1982;915
1852;48;32;850;1955;745;2113
1955;48;33;1852;491;1012;212
491;48;34;1955;846;2045;1300
846;48;35;491;904;743;1227
904;48;36;846;165;505;702
165;48;37;904;711;914;1572
711;48;38;165;1190;384;1153
1190;48;39;711;569;857;2263
569;48;40;1190;2442;1393;1721
2442;48;41;569;882;1916;1239
882;48;42;2442;2019;2332;1121
2019;48;43;882;130;395;2011
130;48;44;2019;1677;1410;1456
1677;48;45;130;1742;1388;903
1742;48;46;1677;1308;2486;1129
1308;48;47;1742;1979;1058;2239
1979;48;48;1308;1588;400;1335
1588;48;49;1979;0;651;608
1866;49;0;0;62;1700;0
62;49;1;1866;1492;1834;0
1492;49;2;62;1290;76;0
1290;49;3;1492;1405;1854;0
1405;49;4;1290;1008;2251;0
1008;49;5;1405;427;2269;0
427;49;6;1008;1920;1644;0
1920;49;7;427;1413;1565;0
1413;49;8;1920;1751;2367;0
1751;49;9;1413;2214;74;0
2214;49;10;1751;1286;1407;0
1286;49;11;2214;1655;641;0
1655;49;12;1286;268;1851;0
268;49;13;1655;1240;2052;0
1240;49;14;268;1137;2029;0
1137;49;15;1240;2062;798;0
2062;49;16;1137;269;1632;0
269;49;17;2062;500;2400;0
500;49;18;269;2150;653;0
2150;49;19;500;272;787;0
272;49;20;2150;326;174;0
